Licence,Grid Supply Point,Bulk Supply Point,Primary Substation,Proposed Connection Voltage (kV),Connection Status,Total Demand Number,Total Demand Capacity (MW),Total Generation Number,Total Generation Capacity (MW)
WMIDS,Ironbridge 132 kV S Stn,Ironbridge 400/132 kV,Hortonwood 132 11 kV S Stn,11,Budget Estimates Provided,1,2.08,0,0
WMIDS,Ironbridge 132 kV S Stn,Ketley 132 kV S Stn,Donnington 33 11 kV S Stn,11,Budget Estimates Provided,1,1.8,1,5
WMIDS,Ironbridge 132 kV S Stn,Ketley 132 kV S Stn,Ketley 132/33/11 kV,11,Budget Estimates Provided,0,0,2,10
WMIDS,Kitwell 132 kV S Stn,-,-,132,Budget Estimates Provided,1,25,5,170
WMIDS,Kitwell 132 kV S Stn,Bartley Green 132/11 kV,Bartley Green 132 11 kV S Stn,11,Budget Estimates Provided,1,10,0,0
WMIDS,Kitwell 132 kV S Stn,Halesowen 132 kV S Stn,Halesowen 132/11 kV,11,Budget Estimates Provided,1,1.2,0,0
WMIDS,Kitwell 132 kV S Stn,Rednal 132 kV S Stn,Rednal 132/11 kV,11,Budget Estimates Provided,1,2,0,0
WMIDS,Lea Marston 132 kV S Stn,-,-,132,Budget Estimates Provided,2,220,4,160
WMIDS,Lea Marston 132 kV S Stn,Chelmsley Wood 132/11 kV,Chelmsley Wood,11,Budget Estimates Provided,3,12.505,0,0
WMIDS,Lea Marston 132 kV S Stn,Shirley 132 kV S Stn,Shirley 132/11 kV,11,Budget Estimates Provided,2,3.15,0,0
WMIDS,Lea Marston 132 kV S Stn,Solihull 132 kV S Stn,Solihull 132/11 kV,11,Budget Estimates Provided,2,10,0,0
WMIDS,Nechells East 132 kV S Stn,-,-,11,Budget Estimates Provided,1,12,0,0
WMIDS,Nechells East 132 kV S Stn,Boughton Rd 132/11 kV,Boughton Road 132/11 kV,11,Budget Estimates Provided,2,3,0,0
WMIDS,Nechells East 132 kV S Stn,Erdington 132 kV S Stn,Erdington 11 kV S Stn,11,Budget Estimates Provided,1,1,0,0
WMIDS,Nechells East 132 kV S Stn,Nechells West 132 25 kV S Stn,Nechells West 132/25/11 kV,11,Budget Estimates Provided,1,2,0,0
WMIDS,Nechells East 132 kV S Stn,Sparkbrook 132 kV S Stn,Sparkbrook 132/11 kV,11,Budget Estimates Provided,1,1,0,0
WMIDS,Oldbury 132 kV,-,-,132,Budget Estimates Provided,1,100,0,0
WMIDS,Oldbury 132 kV,Birchfield Lane 132 kV S Stn,Birchfield Lane 132/11 kV,11,Budget Estimates Provided,1,2,0,0
WMIDS,Oldbury 132 kV,Oldbury B 132 kV,-,11,Budget Estimates Provided,1,2.3,0,0
WMIDS,Oldbury 132 kV,Oldbury B 132 kV,Oldbury B 11 kV,11,Budget Estimates Provided,2,12,0,0
WMIDS,Oldbury 132 kV,Tividale 132 kV S Stn,Tividale 132/11 kV ,11,Budget Estimates Provided,3,29.2,0,0
WMIDS,Penn 132 kV S Stn,-,-,132,Budget Estimates Provided,5,360,15,624.8
WMIDS,Penn 132 kV S Stn,Coseley 132 kV S Stn,Coseley 132/11 kV,11,Budget Estimates Provided,1,3,1,1.1
WMIDS,Penn 132 kV S Stn,Dudley 132 kV S Stn,Dudley 132/11 kV,11,Budget Estimates Provided,1,1.932,0,0
WMIDS,Penn 132 kV S Stn,Hinksford 132 kV S Stn,Hinksford 132/33/11 kV,11,Budget Estimates Provided,1,5.5,0,0
WMIDS,Penn 132 kV S Stn,Lye 132/11 kV,Lye 11 kV ,11,Budget Estimates Provided,1,1,0,0
WMIDS,Penn 132 kV S Stn,Wolverhampton West 132 kV S Stn,Wolverhampton West 132/33/11 kV,11,Budget Estimates Provided,0,0,1,7.6
WMIDS,Penn 132 kV S Stn,Woodside 132 kV S Stn,Woodside 132/11 kV,11,Budget Estimates Provided,3,5.845,0,0
WMIDS,Port Ham 132 kV S Stn,-,-,132,Budget Estimates Provided,5,215,16,621
WMIDS,Port Ham 132 kV S Stn,Castle Meads 33 kV S Stn,Commercial Rd 33 11 kV S Stn,11,Budget Estimates Provided,2,3.32,0,0
WMIDS,Port Ham 132 kV S Stn,Castle Meads 33 kV S Stn,Tuffley 33 11 kV S Stn,11,Budget Estimates Provided,2,10.5,0,0
WMIDS,Port Ham 132 kV S Stn,Cheltenham 66 kV S Stn,Alderton 66 11 kV S Stn,11,Budget Estimates Provided,1,1,0,0
WMIDS,Port Ham 132 kV S Stn,Cheltenham 66 kV S Stn,Bishops Cleeve 66 11 kV S Stn,11,Budget Estimates Provided,1,1.26,0,0
WMIDS,Port Ham 132 kV S Stn,Eastern Avenue 132 kV S Stn,Eastern Avenue 132/11 kV,11,Budget Estimates Provided,3,4,0,0
WMIDS,Port Ham 132 kV S Stn,Montpellier 132 kV S Stn,Montpellier 132/11 kV,11,Budget Estimates Provided,1,12,0,0
WMIDS,Port Ham 132 kV S Stn,Tewkesbury Grid 132/11 kV,Tewkesbury Grid 132/11 kV,11,Budget Estimates Provided,3,24.36,0,0
WMIDS,Rugeley 132 kV S Stn,-,-,132,Budget Estimates Provided,2,110,8,313.9
WMIDS,Rugeley 132 kV S Stn,Burntwood 132 kV S Stn,Burntwood 132/11 kV,11,Budget Estimates Provided,2,2.7,1,30
WMIDS,Rugeley 132 kV S Stn,Lichfield 132 kV S Stn,Lichfield 132/11 kV,11,Budget Estimates Provided,1,1.5,0,0
WMIDS,Rugeley 132 kV S Stn,Rugeley 132 kV National Grid,Rugeley Town 132 11 kV S Stn,11,Budget Estimates Provided,1,10.2,0,0
WMIDS,Shrewsbury 132 kV S Stn,-,-,132,Budget Estimates Provided,1,50,4,149.9
WMIDS,Shrewsbury 132 kV S Stn,Shrewsbury 132/33 kV,Bayston Hill 33 11 kV S Stn,11,Budget Estimates Provided,1,4.975,0,0
WMIDS,Shrewsbury 132 kV S Stn,Shrewsbury 132/33 kV,Dothill 33 11 kV S Stn,11,Budget Estimates Provided,0,0,1,1
WMIDS,Shrewsbury 132 kV S Stn,Shrewsbury 132/33 kV,Harlescott 33 11 kV S Stn,11,Budget Estimates Provided,1,3,0,0
WMIDS,Shrewsbury 132 kV S Stn,Shrewsbury 132/33 kV,Leaton 33 11 kV S Stn,11,Budget Estimates Provided,2,2.392,2,7.8
WMIDS,Shrewsbury 132 kV S Stn,Shrewsbury 132/33 kV,Roushill 33 11 kV S Stn,11,Budget Estimates Provided,1,8,0,0
WMIDS,Shrewsbury 132 kV S Stn,Shrewsbury 132/33 kV,Spring Gardens 33 11 kV S Stn,11,Budget Estimates Provided,2,4.2,0,0
WMIDS,Willenhall 132/11 kV S Stn,-,-,132,Budget Estimates Provided,1,15,0,0
WMIDS,Willenhall 132/11 kV S Stn,Willenhall 132/25/11 kV,Willenhall 132/25/11 kV,11,Budget Estimates Provided,1,1.5,0,0
WMIDS,Willenhall 132/11 kV S Stn,Wolverhampton 132 kV S Stn,Wolverhampton 132/33/11 kV ,11,Budget Estimates Provided,7,15.022,0,0
WMIDS,Bishops Wood 132 kV S Stn,-,-,132,Connection offers accepted,1,130,1,130
WMIDS,Bishops Wood 132 kV S Stn,Hereford 66 kV S Stn,Hereford Central 66/11 kV,11,Connection offers accepted,1,1.2,0,0
WMIDS,Bishops Wood 132 kV S Stn,Hereford 66 kV S Stn,Leominster 66 11 kV S Stn,11,Connection offers accepted,1,1.185,0,0
WMIDS,Bishops Wood 132 kV S Stn,Kidderminster 132 kV S Stn,Kidderminster 132/33/11 kV,11,Connection offers accepted,2,9.956,0,0
WMIDS,Bishops Wood 132 kV S Stn,Ludlow 132 kV S Stn,-,11,Connection offers accepted,0,0,1,40
WMIDS,Bishops Wood 132 kV S Stn,Timberdine 132 kV S Stn,Timberdine 132/11 kV,11,Connection offers accepted,1,3,0,0
WMIDS,Bishops Wood 132 kV S Stn,Upton Warren 132 kV S Stn,Upton Warren 132/66/11 kV,11,Connection offers accepted,1,1.5,0,0
WMIDS,Bishops Wood 132 kV S Stn,Warndon 132 kV S Stn,Warndon 132/11 kV,11,Connection offers accepted,2,3.4,0,0
WMIDS,Bushbury D 132 kV,-,-,132,Connection offers accepted,1,49.9,1,49.9
WMIDS,Bushbury D 132 kV,Bushbury C 132 kV S Stn,Bushbury B-C 132/33/11 kV,11,Connection offers accepted,1,1.5,1,14.3
WMIDS,Bushbury D 132 kV,Bushbury C 132 kV S Stn,Four Ashes 33 11 kV S Stn,11,Connection offers accepted,1,1,0,0
WMIDS,Bushbury D 132 kV,Stafford 132 25 kV S Stn,-,11,Connection offers accepted,1,2.026,0,0
WMIDS,Bushbury D 132 kV,Stafford 132 25 kV S Stn,Stafford 132/25/11 kV,11,Connection offers accepted,2,6.287,0,0
WMIDS,Bushbury D 132 kV,Wednesfield 132 kV S Stn,Wednesfield 132/11 kV,11,Connection offers accepted,2,4,0,0
WMIDS,Bustleholm 132 kV S Stn,Bustleholm 132/11 kV,Bustleholm 11 kV S Stn,11,Connection offers accepted,1,1.799,0,0
WMIDS,Bustleholm 132 kV S Stn,Kingstanding 132/11 kV,Kingstanding 132/11 kV Dummy,11,Connection offers accepted,1,14,0,0
WMIDS,Bustleholm 132 kV S Stn,Ladywood 132 11 kV S Stn,Ladywood 132/11 kV,11,Connection offers accepted,1,2.1,0,0
WMIDS,Bustleholm 132 kV S Stn,Smethwick 132 25 kV S Stn,Smethwick 132/11 kV,11,Connection offers accepted,3,6,0,0
WMIDS,Bustleholm 132 kV S Stn,Winson Green 132 25 11 kV S Stn,Winson Green 132/11 kV,11,Connection offers accepted,2,2,0,0
WMIDS,Cellarhead 132 kV,-,-,132,Connection offers accepted,3,209.9,3,242.9
WMIDS,Cellarhead 132 kV,Boothen 132 kV S Stn,Boothen 132/33/11 kV,11,Connection offers accepted,1,1.997,0,0
WMIDS,Cellarhead 132 kV,Burslem 132 kV S Stn,Burslem 132/33/11 kV,11,Connection offers accepted,2,8.8,0,0
WMIDS,Cellarhead 132 kV,Longton 33 kV S Stn,Longton 132/33/11 kV,11,Connection offers accepted,3,4.65,0,0
WMIDS,Cellarhead 132 kV,Meaford C 132 kV S Stn,Market Drayton 33 11 kV S Stn,11,Connection offers accepted,1,2.9,0,0
WMIDS,Cellarhead 132 kV,Whitfield 132 33 kV S Stn,Leek 33 11 kV S Stn,11,Connection offers accepted,1,1.09,0,0
WMIDS,East Claydon 132 kV S Stn,Banbury 132 kV S Stn,Banbury 132/11 kV,11,Connection offers accepted,2,3.9,0,0
WMIDS,Feckenham 66 11 kV S Stn,-,-,66,Connection offers accepted,0,0,2,38
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,Ipsley 66 11 kV S Stn,11,Connection offers accepted,2,2.731,0,0
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,Strensham 66 11 kV S Stn,11,Connection offers accepted,1,5,1,5
WMIDS,Iron Acton 132 kV S Stn,Chipping Sodbury 132 kV S Stn,Naishcombe Hill 33 11 kV S Stn,11,Connection offers accepted,1,4.555,0,0
WMIDS,Iron Acton 132 kV S Stn,Lockleaze Bsp 132 kV,Clifton 33 11 kV S Stn,11,Connection offers accepted,2,2.5,0,0
WMIDS,Iron Acton 132 kV S Stn,Ryeford 132 kV S Stn,-,33,Connection offers accepted,1,5,1,5
WMIDS,Iron Acton 132 kV S Stn,Ryeford 132 kV S Stn,Camp 33 11 kV S Stn,11,Connection offers accepted,1,1,0,0
WMIDS,Iron Acton 132 kV S Stn,Ryeford 132 kV S Stn,Javelin Park Efw,33,Connection offers accepted,1,5.9,0,0
WMIDS,Iron Acton 132 kV S Stn,Ryeford 132 kV S Stn,Netherhills 33 11 kV S Stn,11,Connection offers accepted,2,2.5,0,0
WMIDS,Ironbridge 132 kV S Stn,-,-,132,Connection offers accepted,1,10,1,10
WMIDS,Ironbridge 132 kV S Stn,Ironbridge 132 33 kV S Stn,Halesfield 33 11 kV S Stn,11,Connection offers accepted,1,1.2,0,0
WMIDS,Ironbridge 132 kV S Stn,Ketley 132 kV S Stn,-,11,Connection offers accepted,1,25,1,25
WMIDS,Kitwell 132 kV S Stn,Bartley Green 132/11 kV,-,11,Connection offers accepted,1,1,0,0
WMIDS,Kitwell 132 kV S Stn,Rednal 132 kV S Stn,-,11,Connection offers accepted,1,10,0,0
WMIDS,Kitwell 132 kV S Stn,Rednal 132 kV S Stn,Rednal 132/11 kV,11,Connection offers accepted,1,3.723,0,0
WMIDS,Kitwell 132 kV S Stn,Selly Oak 132 Transformer Site 132 kV S Stn,Selly Oak 132/11 kV,11,Connection offers accepted,1,1.5,0,0
WMIDS,Lea Marston 132 kV S Stn,Sutton Coldfield 132 kV S Stn,Sutton Coldfield 132/11 kV,11,Connection offers accepted,1,7,0,0
WMIDS,Nechells East 132 kV S Stn,Castle Bromwich 132 11 kV S Stn,Castle Bromwich 132/11 kV,11,Connection offers accepted,1,2,0,0
WMIDS,Nechells East 132 kV S Stn,Chester St  132 kV S Stn,Chester Street 132/11 kV,11,Connection offers accepted,1,1,0,0
WMIDS,Nechells East 132 kV S Stn,Nechells West 132 25 kV S Stn,Nechells West 132/25/11 kV,11,Connection offers accepted,3,8.01,0,0
WMIDS,Nechells East 132 kV S Stn,Sparkbrook 132 kV S Stn,Sparkbrook 132/11 kV,11,Connection offers accepted,1,1.5,0,0
WMIDS,Oldbury 132 kV,Tividale 132 kV S Stn,Tividale 132/11 kV ,11,Connection offers accepted,1,10,0,0
WMIDS,Penn 132 kV S Stn,-,-,132,Connection offers accepted,1,99,1,99
WMIDS,Port Ham 132 kV S Stn,Castle Meads 33 kV S Stn,Rotol 33 11 kV S Stn,11,Connection offers accepted,1,9,0,0
WMIDS,Port Ham 132 kV S Stn,Cheltenham 66 kV S Stn,Cheltenham 132/66/11 kV,11,Connection offers accepted,1,1,0,0
WMIDS,Port Ham 132 kV S Stn,Tewkesbury Grid 132/11 kV,Tewkesbury Grid 132/11 kV,11,Connection offers accepted,1,1.379,0,0
WMIDS,Rugeley 132 kV S Stn,-,-,132,Connection offers accepted,1,49.9,1,49.9
WMIDS,Rugeley 132 kV S Stn,Lichfield 132 kV S Stn,Lichfield 132/11 kV,11,Connection offers accepted,1,1.452,0,0
WMIDS,Shrewsbury 132 kV S Stn,-,-,132,Connection offers accepted,2,27,3,47
WMIDS,Shrewsbury 132 kV S Stn,Shrewsbury 132/33 kV,-,33,Connection offers accepted,1,15,1,35
WMIDS,Shrewsbury 132 kV S Stn,Shrewsbury 132/33 kV,Leaton 33 11 kV S Stn,11,Connection offers accepted,1,1.482,0,0
WMIDS,Shrewsbury 132 kV S Stn,Shrewsbury 132/33 kV,Roushill 33 11 kV S Stn,11,Connection offers accepted,2,5.7,0,0
WMIDS,Shrewsbury 132 kV S Stn,Shrewsbury 132/33 kV,Spring Gardens 33 11 kV S Stn,11,Connection offers accepted,1,3.71,0,0
WMIDS,Willenhall 132/11 kV S Stn,Wolverhampton 132 kV S Stn,-,11,Connection offers accepted,1,5,0,0
WMIDS,Willenhall 132/11 kV S Stn,Wolverhampton 132 kV S Stn,Wolverhampton 132/33/11 kV ,11,Connection offers accepted,1,1.8,1,2.066
WMIDS,Bishops Wood 132 kV S Stn,-,-,132,Connection offers not yet accepted,2,149,3,169
WMIDS,Bishops Wood 132 kV S Stn,Kidderminster 132 kV S Stn,Kidderminster 132/33/11 kV,11,Connection offers not yet accepted,3,21.894,1,3.04
WMIDS,Bishops Wood 132 kV S Stn,Ludlow 132 kV S Stn,Bishops Castle 33 11 kV S Stn,11,Connection offers not yet accepted,1,15,1,15
WMIDS,Bishops Wood 132 kV S Stn,Malvern 132 kV S Stn,-,11,Connection offers not yet accepted,1,10,0,0
WMIDS,Bishops Wood 132 kV S Stn,Malvern 132 kV S Stn,Malvern 132/11 kV,11,Connection offers not yet accepted,1,10.32,0,0
WMIDS,Bishops Wood 132 kV S Stn,Timberdine 132 kV S Stn,-,132,Connection offers not yet accepted,1,9.77,0,0
WMIDS,Bishops Wood 132 kV S Stn,Timberdine 132 kV S Stn,Timberdine 132/11 kV,11,Connection offers not yet accepted,4,10.141,0,0
WMIDS,Bishops Wood 132 kV S Stn,Upton Warren 132 kV S Stn,Upton Warren 132/66/11 kV,11,Connection offers not yet accepted,1,2.5,0,0
WMIDS,Bishops Wood 132 kV S Stn,Warndon 132 kV S Stn,Warndon 132/11 kV,11,Connection offers not yet accepted,1,1.75,0,0
WMIDS,Bishops Wood 132 kV S Stn,Worcester 132 kV S Stn,-,11,Connection offers not yet accepted,1,1,0,0
WMIDS,Bushbury D 132 kV,-,-,132,Connection offers not yet accepted,3,164.3,2,149.3
WMIDS,Bushbury D 132 kV,Bushbury C 132 kV S Stn,Bushbury B-C 132/33/11 kV,11,Connection offers not yet accepted,3,4.5,0,0
WMIDS,Bushbury D 132 kV,Stafford 132 25 kV S Stn,Stafford 132/25/11 kV,11,Connection offers not yet accepted,1,5,0,0
WMIDS,Bushbury D 132 kV,Stafford South 132 kV S Stn,Stafford South 11 kV S Stn,11,Connection offers not yet accepted,1,1,0,0
WMIDS,Bushbury D 132 kV,Wednesfield 132 kV S Stn,Wednesfield 132/11 kV,11,Connection offers not yet accepted,2,5,0,0
WMIDS,Bustleholm 132 kV S Stn,-,-,132,Connection offers not yet accepted,1,99.9,1,99.9
WMIDS,Bustleholm 132 kV S Stn,Bustleholm 132/11 kV,Bustleholm 11 kV S Stn,11,Connection offers not yet accepted,2,2.762,0,0
WMIDS,Bustleholm 132 kV S Stn,Kingstanding 132/11 kV,Kingstanding 132/11 kV Dummy,11,Connection offers not yet accepted,1,14,0,0
WMIDS,Bustleholm 132 kV S Stn,Ladywood 132 11 kV S Stn,Ladywood 132/11 kV,11,Connection offers not yet accepted,1,1.25,0,0
WMIDS,Bustleholm 132 kV S Stn,Perry Barr 132 kV S Stn,Perry Barr 132/11 kV,11,Connection offers not yet accepted,2,3,0,0
WMIDS,Bustleholm 132 kV S Stn,Rushall 132 kV S Stn,Rushall 132/11 kV,11,Connection offers not yet accepted,1,1.8,0,0
WMIDS,Bustleholm 132 kV S Stn,Smethwick 132 25 kV S Stn,-,11,Connection offers not yet accepted,1,7.5,0,0
WMIDS,Bustleholm 132 kV S Stn,Smethwick 132 25 kV S Stn,Smethwick 132/11 kV,11,Connection offers not yet accepted,1,3,0,0
WMIDS,Bustleholm 132 kV S Stn,Walsall 132/33 kV,-,33,Connection offers not yet accepted,1,7.6,0,0
WMIDS,Bustleholm 132 kV S Stn,Winson Green 132 25 11 kV S Stn,Winson Green 132/11 kV,11,Connection offers not yet accepted,2,2,0,0
WMIDS,Cellarhead 132 kV,-,-,132,Connection offers not yet accepted,1,22,3,82
WMIDS,Cellarhead 132 kV,Boothen 132 kV S Stn,Boothen 132/33/11 kV,11,Connection offers not yet accepted,2,3.997,0,0
WMIDS,Cellarhead 132 kV,Burslem 132 kV S Stn,Burslem 132/33/11 kV,11,Connection offers not yet accepted,1,2,0,0
WMIDS,Cellarhead 132 kV,Forsbrook 33 kV S Stn,Cauldon,11,Connection offers not yet accepted,0,0,1,8
WMIDS,Cellarhead 132 kV,Longton 33 kV S Stn,Longton 132/33/11 kV,11,Connection offers not yet accepted,2,2.9,0,0
WMIDS,Cellarhead 132 kV,Stagefields 132 kV S Stn,Stagefields 132/33/11 kV,11,Connection offers not yet accepted,2,3.25,0,0
WMIDS,East Claydon 132 kV S Stn,Banbury 132 kV S Stn,Banbury 132/11 kV,11,Connection offers not yet accepted,5,11.7,0,0
WMIDS,Feckenham 66 11 kV S Stn,-,-,66,Connection offers not yet accepted,1,49.9,3,84.9
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,-,11,Connection offers not yet accepted,1,8,0,0
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,Bloxham 66 11 kV S Stn,11,Connection offers not yet accepted,3,6.123,1,1.337
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,Ipsley 66 11 kV S Stn,11,Connection offers not yet accepted,1,1.5,0,0
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,Pershore 66 11 kV S Stn,11,Connection offers not yet accepted,1,1,0,0
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,Redditch South 66 11 kV S Stn,11,Connection offers not yet accepted,1,1.5,0,0
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,Stratford 66 11 kV S Stn,11,Connection offers not yet accepted,1,1.66,0,0
WMIDS,Iron Acton 132 kV S Stn,-,-,132,Connection offers not yet accepted,1,99,2,129
WMIDS,Iron Acton 132 kV S Stn,Ryeford 132 kV S Stn,-,33,Connection offers not yet accepted,1,5,1,5
WMIDS,Iron Acton 132 kV S Stn,Ryeford 132 kV S Stn,Dudbridge 33 11 kV S Stn,11,Connection offers not yet accepted,1,2,1,2
WMIDS,Iron Acton 132 kV S Stn,Ryeford 132 kV S Stn,Hammerley Down 33 11 kV S Stn,11,Connection offers not yet accepted,1,3,0,0
WMIDS,Ironbridge 132 kV S Stn,-,-,132,Connection offers not yet accepted,3,640.544,2,705
WMIDS,Ironbridge 132 kV S Stn,Ironbridge 132 33 kV S Stn,Halesfield 33 11 kV S Stn,11,Connection offers not yet accepted,1,1.2,0,0
WMIDS,Ironbridge 132 kV S Stn,Ironbridge 132 33 kV S Stn,Madeley 33 11 kV S Stn,11,Connection offers not yet accepted,1,1,0,0
WMIDS,Ironbridge 132 kV S Stn,Ketley 132 kV S Stn,Ketley 132/33/11 kV,11,Connection offers not yet accepted,1,1,0,0
WMIDS,Ironbridge 132 kV S Stn,Ketley 132 kV S Stn,Newport 33 11 kV S Stn,11,Connection offers not yet accepted,1,2,0,0
WMIDS,Ironbridge 132 kV S Stn,Ketley 132 kV S Stn,Snedshill 33 11 kV S Stn,11,Connection offers not yet accepted,1,1.5,0,0
WMIDS,Kitwell 132 kV S Stn,Bournville 132 kV S Stn,Bournville 132/11 kV,11,Connection offers not yet accepted,1,1.5,0,0
WMIDS,Kitwell 132 kV S Stn,Chad Valley 132 kV S Stn,Chad Valley 132/11 kV,11,Connection offers not yet accepted,1,1.25,0,0
WMIDS,Kitwell 132 kV S Stn,Highters Heath 132 kV S Stn,Highters Heath 132/11 kV,11,Connection offers not yet accepted,4,28.199,0,0
WMIDS,Kitwell 132 kV S Stn,Longbridge 132 kV S Stn,Longbridge 132/11 kV,11,Connection offers not yet accepted,2,3.966,0,0
WMIDS,Kitwell 132 kV S Stn,Rednal 132 kV S Stn,Rednal 132/11 kV,11,Connection offers not yet accepted,2,5.223,0,0
WMIDS,Lea Marston 132 kV S Stn,Elmdon 132 kV S Stn,Elmdon 132/11 kV,11,Connection offers not yet accepted,3,16.05,0,0
WMIDS,Lea Marston 132 kV S Stn,Hams Hall South 132 kV S Stn,Hams Hall South 132/11 kV,11,Connection offers not yet accepted,1,1.3,0,0
WMIDS,Lea Marston 132 kV S Stn,Shirley 132 kV S Stn,Shirley 132/11 kV,11,Connection offers not yet accepted,2,4,0,0
WMIDS,Lea Marston 132 kV S Stn,Sutton Coldfield 132 kV S Stn,Sutton Coldfield 132/11 kV,11,Connection offers not yet accepted,1,1,0,0
WMIDS,Nechells East 132 kV S Stn,-,-,11,Connection offers not yet accepted,3,88,1,60
WMIDS,Nechells East 132 kV S Stn,Bordesley 132 11 kV S Stn,Bordesley 132/11 kV,11,Connection offers not yet accepted,2,5.64,0,0
WMIDS,Nechells East 132 kV S Stn,Boughton Rd 132/11 kV,Boughton Road 132/11 kV,11,Connection offers not yet accepted,1,2.5,0,0
WMIDS,Nechells East 132 kV S Stn,Castle Bromwich 132 11 kV S Stn,-,11,Connection offers not yet accepted,1,1.6,0,0
WMIDS,Nechells East 132 kV S Stn,Castle Bromwich 132 11 kV S Stn,Castle Bromwich 132/11 kV,11,Connection offers not yet accepted,2,3.3,1,1.081
WMIDS,Nechells East 132 kV S Stn,Cheapside 132 kV S Stn,Cheapside 132/11 kV,11,Connection offers not yet accepted,2,7,0,0
WMIDS,Nechells East 132 kV S Stn,Chester St  132 kV S Stn,Chester Street 132/11 kV,11,Connection offers not yet accepted,4,28,0,0
WMIDS,Nechells East 132 kV S Stn,Erdington 132 kV S Stn,Erdington 11 kV S Stn,11,Connection offers not yet accepted,3,4.3,0,0
WMIDS,Nechells East 132 kV S Stn,Nechells West 132 25 kV S Stn,Nechells West 132/25/11 kV,11,Connection offers not yet accepted,2,4,1,1.03
WMIDS,Nechells East 132 kV S Stn,Summer Lane 132 kV S Stn,Hockley 132/11 kV,11,Connection offers not yet accepted,3,5.3,0,0
WMIDS,Nechells East 132 kV S Stn,Summer Lane 132 kV S Stn,Summer Lane 132/11 kV,11,Connection offers not yet accepted,1,1.8,0,0
WMIDS,Ocker Hill C 132 kV S Stn,Black Lake 132 kV S Stn,Black Lake 132/11 kV,11,Connection offers not yet accepted,2,3.8,0,0
WMIDS,Oldbury 132 kV,Birchfield Lane 132 kV S Stn,Birchfield Lane 132/11 kV,11,Connection offers not yet accepted,2,3.698,0,0
WMIDS,Oldbury 132 kV,Oldbury B 132 kV,Oldbury B 11 kV,11,Connection offers not yet accepted,1,1,0,0
WMIDS,Oldbury 132 kV,Tividale 132 kV S Stn,Tividale 132/11 kV ,11,Connection offers not yet accepted,5,40.287,0,0
WMIDS,Penn 132 kV S Stn,Coseley 132 kV S Stn,Coseley 132/11 kV,11,Connection offers not yet accepted,1,1,0,0
WMIDS,Penn 132 kV S Stn,Lye 132/11 kV,Lye 11 kV ,11,Connection offers not yet accepted,1,2.5,1,1.901
WMIDS,Penn 132 kV S Stn,Woodside 132 kV S Stn,Woodside 132/11 kV,11,Connection offers not yet accepted,2,2.94,0,0
WMIDS,Port Ham 132 kV S Stn,-,-,132,Connection offers not yet accepted,0,0,1,15
WMIDS,Port Ham 132 kV S Stn,Castle Meads 33 kV S Stn,Commercial Rd 33 11 kV S Stn,11,Connection offers not yet accepted,1,2,0,0
WMIDS,Port Ham 132 kV S Stn,Castle Meads 33 kV S Stn,Rotol 33 11 kV S Stn,11,Connection offers not yet accepted,1,1,0,0
WMIDS,Port Ham 132 kV S Stn,Cheltenham 66 kV S Stn,Bishops Cleeve 66 11 kV S Stn,11,Connection offers not yet accepted,1,1.22,1,9.999
WMIDS,Port Ham 132 kV S Stn,Cheltenham 66 kV S Stn,Cheltenham 132/66/11 kV,11,Connection offers not yet accepted,1,1.5,0,0
WMIDS,Port Ham 132 kV S Stn,Eastern Avenue 132 kV S Stn,Eastern Avenue 132/11 kV,11,Connection offers not yet accepted,4,12.5,0,0
WMIDS,Port Ham 132 kV S Stn,Marle Hill 132 66 kV S Stn,Marle Hill 132/66/11 kV,11,Connection offers not yet accepted,1,1,0,0
WMIDS,Port Ham 132 kV S Stn,Tewkesbury Grid 132/11 kV,Tewkesbury Grid 132/11 kV,11,Connection offers not yet accepted,2,2.6,0,0
WMIDS,Rugeley 132 kV S Stn,-,-,132,Connection offers not yet accepted,2,625,3,675
WMIDS,Rugeley 132 kV S Stn,Burntwood 132 kV S Stn,Burntwood 132/11 kV,11,Connection offers not yet accepted,1,1.5,0,0
WMIDS,Rugeley 132 kV S Stn,Lichfield 132 kV S Stn,Lichfield 132/11 kV,11,Connection offers not yet accepted,5,8.58,0,0
WMIDS,Rugeley 132 kV S Stn,Rugeley 132 kV National Grid,Rugeley Town 132 11 kV S Stn,11,Connection offers not yet accepted,2,3.044,0,0
WMIDS,Shrewsbury 132 kV S Stn,-,-,132,Connection offers not yet accepted,0,0,1,20
WMIDS,Shrewsbury 132 kV S Stn,Shrewsbury 132/33 kV,-,33,Connection offers not yet accepted,3,101,2,115
WMIDS,Shrewsbury 132 kV S Stn,Shrewsbury 132/33 kV,Bayston Hill 33 11 kV S Stn,11,Connection offers not yet accepted,2,2.769,0,0
